Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
16.452,18.244,15.532,10.809,15.58,16.922,16.522,16.129,10.665,9.017,10.15,8.589,9.162,9.144,10.647,9.664,12.637,10.784,11.331,10.09,9.084,6.619,9.365,5.877,9.605,7.446,7.87,6.312,5.716,5.686,4.728,4.706,10.173,7.87,7.478,2.317,4.233,4.938,1.853,2.964,11.721,10.335,11.064,8.933,10.198,11.26,10.634,8.816,9.683,9.518,9.726,8.794,9.653,9.68,9.842,8.912,15.774,9.63,9.473,6.509,5.228,10.37,9.476,14.593,9.966,9.809,6.073,4.455,8.128,4.347,relaxed
16.438,18.266,15.469,10.871,15.601,17.109,16.659,16.264,10.611,9.178,10.112,8.46,9.099,9.331,10.556,9.641,12.658,10.716,11.348,10.19,9.117,6.353,9.309,5.721,9.678,7.435,7.952,6.551,5.814,5.68,4.677,4.69,10.229,7.985,7.577,2.427,4.394,4.997,1.941,3.167,11.515,9.967,10.699,8.588,9.84,10.89,10.089,8.482,9.26,8.985,9.242,8.332,9.037,8.911,9.021,8.247,15.835,9.624,9.427,6.56,5.34,10.009,8.879,14.585,10.045,9.813,6.054,4.452,7.975,4.083,relaxed
16.423,18.252,15.465,10.991,15.618,17.237,16.679,16.348,10.741,9.311,10.315,8.506,9.162,9.296,10.524,9.629,12.753,10.759,11.438,10.327,9.215,6.27,9.302,5.683,9.907,7.511,8.165,6.983,6.045,5.764,4.735,4.743,10.342,8.142,7.716,2.715,4.607,5.152,2.32,3.425,11.03,9.576,10.226,8.539,9.604,10.406,9.633,8.215,9.313,9.087,9.014,8.155,8.901,8.82,8.888,8.036,15.877,9.686,9.468,6.732,5.552,9.654,8.777,14.625,10.07,9.857,6.078,4.569,7.698,3.99,relaxed
16.219,17.979,15.282,10.935,15.37,17.068,16.46,16.199,10.807,9.288,10.379,8.583,9.208,9.194,10.496,9.697,12.826,10.788,11.531,10.411,9.304,6.295,9.238,5.788,10.177,7.677,8.5,7.552,6.422,6.078,5.114,5.12,10.508,8.48,8.015,3.463,5.032,5.764,3.092,3.875,11.0,9.769,10.27,8.715,9.737,10.563,9.8,8.359,9.047,8.976,8.737,7.942,8.771,8.919,8.857,7.948,15.689,9.706,9.523,7.08,6.029,9.777,8.65,14.6,10.146,9.896,6.059,4.752,7.562,4.006,relaxed
15.815,17.561,14.902,10.732,14.872,16.621,15.92,15.697,11.001,8.815,10.608,9.03,9.377,9.024,10.534,9.847,12.948,10.885,11.672,10.415,9.45,6.478,9.16,5.994,10.244,7.868,8.718,7.89,6.654,6.333,5.374,5.457,10.351,8.654,8.048,3.812,5.22,6.174,3.643,4.273,10.383,9.394,9.705,8.398,9.493,10.667,9.826,8.355,8.904,8.674,8.367,7.511,8.276,8.591,8.466,7.524,15.265,9.78,9.625,7.317,6.272,9.527,8.289,14.457,10.068,9.862,5.926,4.754,7.169,3.853,relaxed
15.736,17.542,14.926,11.012,14.739,16.334,15.436,15.209,10.689,7.864,10.396,9.112,9.178,8.685,10.24,9.744,12.977,10.84,11.718,10.384,9.515,6.617,8.845,6.045,10.233,8.093,8.826,7.983,6.773,6.422,5.479,5.613,9.763,8.637,7.816,3.928,5.256,6.485,4.139,4.362,10.072,9.32,9.389,8.226,9.374,10.634,9.723,8.224,9.004,8.838,8.47,7.578,8.339,8.633,8.528,7.589,15.117,9.489,9.618,7.428,6.298,9.37,8.373,14.302,9.678,9.679,5.732,4.45,7.077,3.89,relaxed
15.773,17.615,15.066,11.578,14.957,16.412,15.561,15.28,11.077,8.485,11.167,9.927,9.781,8.687,9.321,9.558,12.988,10.814,11.774,10.409,9.58,6.614,8.431,6.129,10.112,8.215,8.83,7.878,6.883,6.259,5.511,5.608,9.483,8.607,7.73,4.524,5.332,6.774,4.541,4.507,10.203,9.375,9.448,8.609,9.434,10.743,9.71,8.289,8.981,8.909,8.543,7.824,8.527,8.732,8.764,7.813,15.28,9.75,9.592,7.412,6.437,9.476,8.512,14.245,9.365,9.513,5.438,4.232,7.136,3.81,relaxed
15.49,17.267,14.894,11.562,14.778,16.256,15.357,15.225,11.09,8.474,11.411,10.39,10.032,8.69,8.999,9.73,12.926,10.894,11.85,10.487,9.667,6.466,7.94,6.135,10.08,8.248,8.886,7.877,7.054,5.921,5.546,5.584,8.562,8.232,7.173,4.684,5.228,6.93,4.787,4.421,10.089,9.326,9.357,8.941,9.38,10.537,9.508,8.283,8.923,8.909,8.549,7.965,8.551,8.649,8.735,7.799,15.104,9.852,9.546,7.4,6.252,9.428,8.51,14.202,9.156,9.279,5.217,3.85,7.083,3.857,relaxed
14.07,15.955,13.724,10.737,13.462,15.321,14.218,14.161,11.42,9.573,12.099,10.643,10.464,8.672,8.027,9.564,12.795,10.846,11.825,10.503,9.647,6.386,7.204,6.254,10.075,8.192,8.884,7.928,7.13,5.511,5.498,5.533,7.751,8.004,6.747,4.94,5.286,7.18,5.12,4.491,9.52,9.148,9.112,8.73,9.185,10.31,9.28,8.067,8.541,8.676,8.413,7.705,8.334,8.479,8.62,7.626,13.956,10.058,9.433,7.344,6.19,9.169,8.299,13.833,8.745,8.963,5.143,3.319,6.951,3.791,relaxed
11.409,13.716,11.6,9.96,11.374,14.117,13.001,12.63,11.055,9.454,11.818,10.226,9.998,8.13,7.842,8.983,12.769,10.875,11.838,10.498,9.554,6.33,6.148,6.307,10.046,8.135,8.85,7.933,7.073,5.115,5.342,5.404,7.131,7.715,6.374,5.092,5.376,7.328,5.312,4.622,9.302,9.211,9.101,8.561,9.183,10.373,9.319,8.034,8.744,8.722,8.577,7.85,8.373,8.474,8.478,7.521,12.226,9.688,9.29,7.237,6.119,9.135,8.343,13.162,8.58,8.821,5.163,2.724,6.889,3.682,relaxed
10.323,12.085,10.465,9.865,10.332,13.747,12.774,11.952,10.379,9.099,11.338,9.942,9.788,8.02,7.94,9.158,12.753,10.92,11.861,10.517,9.346,6.205,4.821,6.219,10.008,8.157,8.801,7.895,7.05,5.111,5.402,5.473,6.839,7.589,6.266,5.242,5.511,7.516,5.494,4.781,9.27,9.223,9.101,8.512,9.194,10.529,9.358,8.057,8.393,8.515,8.429,7.453,8.145,8.236,8.028,7.006,11.443,9.458,9.08,7.237,6.155,9.155,8.026,12.706,8.245,8.763,5.227,2.344,6.962,3.455,relaxed
11.377,11.985,10.981,9.964,10.581,13.905,12.926,12.117,10.403,9.36,11.419,10.111,10.027,7.951,8.177,9.474,13.027,11.154,12.233,10.962,9.741,6.701,4.693,6.697,9.963,8.246,8.772,7.963,7.254,5.539,5.743,5.833,6.798,7.489,6.231,5.249,5.51,7.584,5.553,4.829,9.202,9.353,9.081,8.475,9.246,10.644,9.395,8.079,8.178,8.524,8.334,7.303,8.138,8.288,8.022,6.967,11.729,9.615,9.401,7.414,6.155,9.184,7.969,12.644,8.178,8.927,5.277,2.313,7.065,3.355,relaxed
11.614,12.03,11.116,9.592,10.609,13.924,12.978,12.137,10.44,9.844,11.641,10.486,10.944,9.138,9.558,10.498,13.436,11.408,12.688,11.641,10.509,7.737,5.987,7.652,9.95,8.347,8.813,8.143,7.581,6.033,6.007,6.099,6.801,7.452,6.243,5.215,5.499,7.585,5.585,4.882,9.028,9.5,9.001,8.57,9.314,10.712,9.465,8.179,8.195,8.505,8.257,7.283,8.114,8.334,7.922,6.901,11.75,10.319,10.132,7.622,6.158,9.221,7.939,12.643,8.478,9.191,5.227,2.29,7.114,3.463,relaxed
11.315,12.101,11.103,9.257,11.204,14.079,13.364,12.29,10.573,9.859,11.659,10.475,10.998,9.494,10.038,10.786,13.757,11.493,12.97,12.213,10.975,8.303,6.906,8.189,10.078,8.433,8.953,8.45,7.94,6.41,6.156,6.267,6.834,7.405,6.211,5.236,5.462,7.597,5.668,4.951,9.013,9.549,8.996,8.835,9.305,10.705,9.508,8.27,8.212,8.328,8.214,7.182,7.913,8.292,7.834,6.918,11.839,10.485,10.601,7.836,6.171,9.273,7.862,12.47,8.986,9.396,5.158,2.374,7.103,3.406,relaxed
12.976,13.221,12.6,10.169,12.777,14.49,13.902,12.613,10.934,10.417,12.022,10.675,11.654,10.068,10.625,11.308,14.054,11.566,13.23,12.684,11.336,8.646,7.584,8.49,10.344,8.538,9.135,8.761,8.176,6.606,6.227,6.366,6.862,7.326,6.132,5.262,5.335,7.56,5.672,4.928,9.13,9.45,9.055,8.93,9.062,10.636,9.362,8.182,8.167,8.225,8.175,7.199,7.693,8.265,7.638,6.81,12.844,10.963,10.949,8.019,6.135,9.226,7.771,12.559,9.385,9.685,5.206,2.437,6.915,3.217,relaxed
14.757,14.099,13.938,11.19,13.628,14.713,14.055,12.761,11.731,11.037,12.644,11.164,12.141,10.171,10.684,11.327,14.244,11.607,13.413,13.022,11.588,8.844,8.045,8.662,10.652,8.75,9.339,9.004,8.307,6.797,6.296,6.382,6.775,7.196,5.935,5.185,5.044,7.492,5.574,4.83,9.148,9.37,8.956,8.937,8.88,10.636,9.197,7.989,8.299,8.382,8.312,7.371,7.869,8.479,7.783,6.993,13.643,11.363,11.178,8.191,6.004,9.139,7.936,12.833,9.871,9.968,5.34,2.428,6.784,3.169,relaxed
15.696,14.429,14.492,11.7,13.767,14.567,13.932,12.66,11.762,11.119,12.663,11.166,12.219,10.154,10.644,11.273,14.251,11.522,13.472,13.238,11.727,8.902,8.274,8.688,10.834,8.831,9.422,9.126,8.315,6.928,6.312,6.372,6.707,7.097,5.765,5.121,4.774,7.431,5.532,4.791,9.048,9.274,8.977,8.977,8.763,10.582,8.998,7.829,8.472,8.519,8.572,7.534,8.092,8.663,8.017,7.211,13.905,11.375,11.259,8.268,5.902,9.056,8.135,13.233,9.969,10.054,5.443,2.37,6.697,3.215,relaxed
15.956,14.453,14.524,11.719,13.885,14.525,14.212,12.83,11.942,11.213,12.688,11.146,12.293,10.176,10.677,11.257,14.07,11.302,13.419,13.37,11.787,8.815,8.259,8.571,10.759,8.553,9.15,9.017,8.007,6.828,6.012,6.164,6.673,7.149,5.862,5.14,4.888,7.453,5.746,4.931,9.044,9.09,9.056,9.081,8.759,10.523,8.994,7.858,8.492,8.407,8.549,7.485,8.018,8.565,7.94,7.144,14.013,11.424,11.199,8.061,5.98,9.051,8.075,13.606,10.087,9.996,5.402,2.401,6.676,3.075,relaxed
15.97,14.63,14.737,11.838,14.271,14.709,14.656,13.301,11.954,11.204,12.71,11.29,12.382,10.428,10.974,11.392,13.721,11.021,13.295,13.508,11.82,8.804,8.242,8.388,10.54,8.125,8.771,8.809,7.637,6.631,5.655,5.871,6.651,7.197,5.902,5.203,4.995,7.424,5.909,5.01,9.275,9.137,9.367,9.235,8.857,10.469,8.94,7.848,8.497,8.395,8.611,7.51,7.981,8.512,7.839,7.035,14.264,11.542,11.1,7.755,6.036,9.141,8.048,13.847,10.13,9.879,5.24,2.42,6.638,2.974,relaxed
16.039,15.039,15.295,12.056,14.65,14.839,14.829,13.583,11.926,11.17,12.626,11.295,12.321,10.46,11.034,11.462,13.29,10.615,13.082,13.654,11.804,8.891,8.356,8.312,10.317,7.9,8.543,8.703,7.493,6.651,5.617,5.752,6.758,7.175,6.012,5.44,5.177,7.32,6.206,5.248,9.473,9.049,9.514,9.273,8.771,10.333,8.934,7.927,8.344,8.255,8.415,7.369,7.762,8.514,7.688,6.816,14.541,11.537,11.001,7.622,6.167,9.159,7.895,14.036,10.179,9.71,4.973,2.396,6.645,2.961,relaxed
16.221,15.357,15.734,12.219,14.833,14.772,14.823,13.646,11.91,11.138,12.591,11.325,12.36,10.591,11.308,11.572,13.035,10.314,12.957,13.761,11.818,9.019,8.6,8.37,10.133,7.931,8.499,8.751,7.503,6.852,5.645,5.715,6.997,7.136,6.143,5.79,5.288,7.246,6.376,5.485,9.528,9.051,9.672,9.225,8.744,10.238,9.123,8.119,8.469,8.467,8.632,7.445,7.845,8.666,7.799,6.89,14.701,11.599,10.984,7.629,6.308,9.212,8.027,14.166,10.315,9.53,4.786,2.335,6.746,3.035,relaxed
16.342,15.464,15.873,12.276,14.874,14.51,14.746,13.591,11.988,11.134,12.564,11.355,12.36,10.638,11.327,11.624,12.9,10.156,12.87,13.785,11.792,9.06,8.692,8.335,10.097,8.076,8.638,8.901,7.648,7.105,5.672,5.774,7.083,7.111,6.158,5.981,5.248,7.123,6.432,5.559,9.591,9.309,9.825,9.186,8.678,10.163,8.974,7.982,8.369,8.355,8.49,7.342,7.634,8.663,7.652,6.722,14.71,11.624,10.949,7.739,6.337,9.214,7.903,14.031,10.443,9.424,4.688,2.38,6.786,2.809,relaxed
16.344,15.44,15.876,12.26,14.85,14.251,14.621,13.464,12.035,11.133,12.557,11.353,12.353,10.613,11.357,11.629,12.822,10.076,12.799,13.772,11.757,9.028,8.757,8.346,10.25,8.302,8.872,9.01,7.816,7.394,5.782,5.848,7.156,7.139,6.199,6.16,5.238,7.178,6.382,5.517,9.618,9.489,9.886,9.267,8.636,10.082,8.811,7.932,8.304,8.254,8.348,7.265,7.521,8.66,7.689,6.793,14.638,11.629,10.92,7.909,6.371,9.215,7.854,13.756,10.452,9.357,4.759,2.34,6.738,2.88,relaxed
16.346,15.351,15.842,12.26,14.76,14.02,14.358,13.268,12.23,11.14,12.577,11.322,12.348,10.623,11.355,11.67,12.779,10.057,12.739,13.745,11.734,8.92,8.828,8.421,10.466,8.454,9.043,9.033,7.879,7.558,5.887,5.871,7.251,7.184,6.205,6.169,5.133,7.187,6.241,5.34,9.337,9.011,9.473,9.133,7.996,9.577,8.481,7.684,8.533,8.443,8.488,7.42,7.688,8.762,7.868,7.016,14.526,11.658,10.903,8.024,6.339,8.837,8.027,13.615,10.593,9.264,4.875,2.386,6.728,2.955,relaxed
16.292,15.156,15.731,12.23,14.646,13.776,14.001,13.05,12.38,11.165,12.507,11.294,12.314,10.57,11.45,11.68,12.778,10.087,12.721,13.727,11.728,8.805,8.916,8.546,10.63,8.507,9.122,9.008,7.903,7.638,6.061,5.972,7.366,7.19,6.152,6.017,4.853,7.083,6.007,4.918,9.071,8.511,9.094,9.097,7.592,9.175,8.411,7.609,8.799,8.737,8.719,7.726,7.966,9.057,8.157,7.139,14.36,11.67,10.913,8.105,6.198,8.57,8.288,13.598,10.471,9.269,4.895,2.572,6.69,3.008,relaxed
16.187,14.902,15.616,12.184,14.514,13.614,13.739,12.754,12.59,11.327,12.712,11.375,12.436,10.724,11.562,11.696,12.778,10.111,12.711,13.687,11.724,8.742,9.15,8.752,10.7,8.51,9.131,8.96,7.876,7.655,6.207,6.053,7.491,7.178,6.182,6.054,4.766,7.022,5.924,4.73,9.076,8.628,9.094,9.034,7.65,9.146,8.444,7.691,9.082,8.959,8.938,7.813,8.134,9.257,8.299,7.202,14.189,11.803,10.957,8.137,6.168,8.595,8.46,13.809,10.609,9.321,4.904,2.76,6.63,3.106,relaxed
16.169,14.793,15.662,12.338,14.541,13.341,13.512,12.517,12.59,11.34,12.787,11.421,12.507,10.972,12.123,11.781,12.754,10.201,12.711,13.67,11.74,8.737,9.334,8.887,10.686,8.528,9.109,8.9,7.855,7.666,6.333,6.172,7.625,7.154,6.211,6.101,4.681,6.932,5.845,4.536,9.02,8.788,9.183,9.161,7.757,9.18,8.473,7.845,9.179,9.028,9.002,7.826,8.178,9.384,8.376,7.219,14.109,11.94,11.004,8.156,6.136,8.676,8.524,14.118,10.748,9.299,4.932,2.856,6.484,3.222,relaxed
16.194,14.782,15.759,12.48,14.776,13.002,13.447,12.401,12.479,11.41,12.849,11.441,12.622,11.006,12.201,11.792,12.66,10.303,12.684,13.662,11.713,8.738,9.367,8.88,10.491,8.414,8.933,8.706,7.718,7.527,6.266,6.152,7.688,7.04,6.152,6.087,4.49,6.757,5.691,4.262,8.737,8.667,8.974,8.965,7.449,8.961,8.226,7.667,9.198,9.038,8.97,7.79,8.194,9.382,8.381,7.218,14.105,11.975,11.001,8.026,6.021,8.456,8.521,14.346,10.908,9.352,4.892,2.949,6.421,3.339,relaxed
16.304,14.792,15.812,12.509,15.029,13.076,13.691,12.472,12.49,11.448,12.899,11.432,12.748,11.249,12.77,11.937,12.591,10.394,12.668,13.711,11.703,8.734,9.387,8.838,10.099,8.107,8.561,8.262,7.437,7.266,5.978,5.843,7.177,6.407,5.546,5.7,3.797,6.098,5.318,3.707,8.529,8.382,8.851,8.965,7.268,8.531,7.744,7.457,9.543,9.28,9.355,8.302,8.612,9.524,8.7,7.719,14.211,12.122,11.003,7.694,5.469,8.216,8.879,14.541,11.031,9.403,4.777,2.801,6.508,3.309,relaxed
16.983,14.745,15.885,12.686,15.022,13.185,13.7,12.491,12.555,11.518,12.834,11.379,12.785,11.433,13.096,12.185,12.714,10.528,12.734,13.846,11.756,8.693,9.447,8.891,9.732,7.843,8.261,7.826,7.355,7.162,5.927,5.658,6.712,5.788,5.059,5.406,3.436,5.672,5.192,3.521,8.68,8.221,8.883,9.091,7.219,8.074,7.559,7.461,9.523,9.369,9.447,8.492,8.846,9.657,8.88,7.981,14.337,12.223,11.076,7.471,5.098,8.149,9.024,14.884,11.036,9.511,4.627,2.835,6.507,3.337,relaxed
17.919,14.7,16.114,13.398,15.026,12.918,13.481,12.688,12.943,11.769,13.111,11.529,13.064,11.493,13.436,12.402,13.008,10.888,12.934,14.002,11.909,8.647,9.532,9.068,9.448,7.646,8.096,7.621,7.442,7.207,6.24,5.761,6.24,5.042,4.603,5.244,3.262,5.339,5.116,3.694,8.881,8.31,8.987,9.208,7.27,8.175,7.666,7.546,9.478,9.29,9.398,8.526,8.825,9.644,8.917,8.049,14.53,12.468,11.248,7.433,4.818,8.255,9.016,15.433,11.162,9.764,4.559,2.794,6.403,3.219,relaxed
18.399,14.729,16.382,14.113,15.069,12.659,13.144,12.648,13.412,11.877,12.999,11.491,13.274,11.79,13.909,12.925,13.369,11.316,13.157,14.134,12.037,8.56,9.578,9.156,9.368,7.571,8.114,7.755,7.598,7.36,6.807,6.281,5.734,4.495,4.09,4.652,3.074,5.091,5.049,3.467,8.808,8.476,9.057,9.072,7.361,8.183,7.888,7.737,9.281,9.028,9.17,8.174,8.519,9.306,8.612,7.783,14.643,12.71,11.413,7.607,4.457,8.323,8.734,15.936,11.254,10.137,4.768,2.647,6.286,3.171,relaxed
18.455,14.731,16.438,14.325,15.076,12.865,13.109,12.484,13.349,11.798,12.812,11.296,13.238,11.885,14.025,12.974,13.529,11.5,13.202,14.177,12.027,8.557,9.636,9.195,9.385,7.608,8.172,7.913,7.675,7.394,7.212,6.978,5.506,4.077,3.763,4.172,2.849,4.695,4.854,3.294,8.672,8.593,9.159,8.737,7.396,8.217,8.132,7.719,9.296,9.009,9.198,8.109,8.519,9.347,8.705,7.874,14.686,12.672,11.478,7.792,4.151,8.328,8.757,16.094,11.198,10.483,5.218,2.426,6.234,3.063,relaxed
18.561,14.669,16.368,14.315,15.044,12.949,13.143,12.486,13.486,11.565,12.512,11.474,13.704,12.538,14.862,13.806,13.509,11.566,13.148,14.192,12.023,8.663,9.754,9.294,9.421,7.722,8.261,8.035,7.739,7.329,7.34,7.511,5.465,3.686,3.545,3.643,2.504,4.126,4.5,2.917,8.902,8.574,9.366,8.871,7.47,8.206,8.135,7.632,9.288,8.896,9.134,8.081,8.448,9.23,8.529,7.73,14.692,12.993,11.519,7.92,3.798,8.395,8.667,16.075,11.306,10.656,5.523,2.316,6.28,3.017,relaxed
18.795,14.661,16.346,14.295,14.98,13.039,13.357,12.531,13.742,11.531,12.573,11.636,13.801,12.573,14.912,13.75,13.404,11.566,13.065,14.198,12.067,8.81,9.979,9.54,9.435,7.886,8.336,8.105,7.817,7.215,7.287,7.718,5.46,3.327,3.416,3.366,2.24,3.835,4.363,2.72,9.116,8.562,9.515,9.228,7.533,8.144,8.021,7.586,9.071,8.641,8.85,7.931,8.112,8.936,8.269,7.573,14.751,13.065,11.579,7.975,3.591,8.463,8.423,16.293,11.358,10.757,5.539,2.272,6.402,2.929,relaxed
18.997,14.693,16.387,14.381,14.971,13.173,13.82,12.509,13.906,11.754,12.733,11.588,14.02,13.033,15.262,14.011,13.227,11.475,12.864,14.092,11.992,8.851,10.134,9.745,9.409,7.993,8.399,8.195,7.88,7.045,7.156,7.754,5.446,3.106,3.349,3.241,2.045,3.579,4.377,2.776,9.461,8.902,9.831,9.661,7.799,8.1,8.066,7.818,9.167,8.82,8.928,8.023,8.282,9.057,8.52,7.896,14.866,13.288,11.548,7.979,3.49,8.705,8.587,16.755,11.439,10.804,5.391,2.248,6.42,2.974,relaxed
19.145,14.657,16.325,14.402,14.859,13.062,14.168,12.261,13.928,11.481,12.497,11.318,13.797,12.775,15.098,13.712,12.836,11.191,12.398,13.756,11.536,8.389,9.961,9.492,9.383,7.963,8.404,8.141,7.756,6.727,6.882,7.564,5.55,3.151,3.391,3.283,2.102,3.645,4.491,2.879,9.91,9.115,10.116,10.054,8.104,8.316,8.514,8.445,9.213,8.822,8.94,8.045,8.316,9.062,8.6,7.974,14.86,13.076,11.195,7.853,3.561,9.072,8.622,17.144,11.366,10.697,5.201,2.191,6.304,3.11,relaxed
19.241,14.694,16.27,14.394,14.874,13.11,14.411,12.231,13.862,11.232,12.183,10.777,13.259,12.363,14.748,13.225,12.327,10.867,11.868,13.287,10.829,7.296,9.387,8.819,9.322,7.849,8.318,7.997,7.552,6.421,6.771,7.464,5.591,3.173,3.346,3.255,2.092,3.726,4.514,2.831,10.422,9.142,10.275,10.221,8.209,8.364,8.679,8.796,9.261,8.804,8.932,8.041,8.299,9.021,8.621,7.984,14.903,12.706,10.585,7.712,3.566,9.264,8.62,17.341,11.19,10.449,5.125,2.131,6.259,3.123,relaxed
19.21,14.534,16.219,14.357,14.684,12.928,14.143,12.02,13.996,11.429,12.283,10.867,13.266,12.209,14.549,13.072,11.821,10.605,11.426,12.841,10.23,6.147,8.824,8.317,9.091,7.71,8.11,7.663,7.304,6.201,6.87,7.467,5.63,3.151,3.351,3.18,2.11,3.694,4.409,2.762,10.531,9.033,10.281,10.097,8.134,8.253,8.568,8.814,9.157,8.734,8.847,7.987,8.235,8.885,8.507,7.848,14.762,12.709,10.026,7.552,3.536,9.214,8.525,17.302,10.91,10.165,5.092,2.031,6.22,3.234,relaxed
18.831,13.665,15.649,13.992,13.754,12.315,13.588,11.599,14.069,11.328,12.313,10.964,13.008,11.946,14.298,12.754,11.251,10.332,10.973,12.437,9.719,5.133,8.309,8.033,8.746,7.636,7.917,7.27,7.226,6.202,7.141,7.563,5.644,3.183,3.426,3.124,2.199,3.743,4.382,2.847,10.437,8.905,10.202,9.887,7.971,8.015,8.339,8.617,9.015,8.594,8.729,7.89,8.26,8.85,8.59,7.813,14.174,12.585,9.523,7.463,3.568,9.047,8.468,17.124,10.673,9.814,5.012,1.968,6.188,3.301,relaxed
18.189,12.603,14.766,13.526,13.058,11.88,13.613,11.519,13.821,10.876,11.782,10.528,12.661,11.915,14.32,12.757,10.918,10.246,10.723,12.244,9.506,4.625,7.996,8.033,8.419,7.619,7.805,6.976,7.369,6.45,7.603,7.832,5.654,3.115,3.393,3.125,2.155,3.799,4.335,2.84,10.768,9.12,10.365,9.985,8.094,8.035,8.451,8.843,9.224,8.778,8.835,8.093,8.466,9.219,9.125,8.201,13.644,12.333,9.287,7.509,3.552,9.207,8.743,16.919,10.679,9.542,4.954,1.902,6.277,3.629,relaxed
17.685,12.094,14.272,13.249,13.092,11.995,14.071,11.845,13.825,10.868,11.927,10.74,12.777,11.91,14.315,12.75,10.827,10.237,10.643,12.24,9.541,4.844,8.037,8.376,8.154,7.698,7.754,6.859,7.641,6.943,8.241,8.251,5.691,3.03,3.317,3.285,2.144,3.926,4.413,2.944,11.172,9.642,10.559,10.2,8.492,8.549,9.037,9.356,9.372,8.919,8.818,8.056,8.439,9.289,9.071,8.111,13.538,12.389,9.343,7.693,3.594,9.626,8.759,16.774,10.772,9.467,5.021,1.885,6.499,3.697,relaxed
17.548,12.06,14.278,13.268,13.059,11.919,14.04,11.803,13.785,10.864,11.969,10.748,12.704,11.879,14.291,12.746,10.782,10.097,10.483,12.184,9.477,5.736,8.364,8.832,7.985,7.922,7.885,6.956,7.986,7.514,8.816,8.609,5.733,2.776,3.134,3.419,2.022,3.87,4.464,3.121,11.16,9.796,10.429,10.262,8.516,8.676,9.161,9.577,9.418,8.961,8.852,8.213,8.53,9.375,9.143,8.166,13.497,12.373,9.494,7.959,3.567,9.697,8.832,16.62,10.822,9.499,5.1,1.86,6.663,3.832,relaxed
17.593,11.79,14.103,13.239,12.547,11.534,13.659,11.232,13.736,10.933,11.945,10.716,12.744,11.727,14.175,12.668,10.717,9.819,10.162,11.931,9.197,6.777,8.703,9.245,7.885,8.095,7.986,7.141,8.228,7.939,9.161,8.803,5.714,2.556,3.014,3.35,1.857,3.783,4.432,3.281,10.965,9.753,10.106,10.117,8.363,8.647,9.144,9.611,9.401,8.935,8.735,8.088,8.451,9.381,9.131,8.071,13.212,12.331,9.569,8.155,3.498,9.588,8.774,16.426,10.868,9.552,5.095,1.797,6.682,3.869,relaxed
17.609,11.229,13.599,13.232,12.061,11.287,13.534,10.845,13.712,11.096,12.063,10.732,12.847,11.769,14.18,12.653,10.64,9.584,9.832,11.601,8.874,7.519,8.907,9.552,7.817,8.031,7.882,7.09,8.191,8.064,9.203,8.788,5.492,2.268,2.581,2.94,1.318,3.372,4.044,3.048,10.618,9.692,9.613,9.837,8.068,8.35,8.914,9.429,9.357,8.864,8.665,8.052,8.366,9.134,8.986,7.96,12.924,12.381,9.564,8.133,3.133,9.315,8.673,16.236,10.818,9.579,5.064,1.616,6.63,3.802,relaxed
17.49,10.611,13.027,13.16,11.835,11.23,13.527,10.665,13.728,11.397,12.267,11.032,13.005,11.771,14.099,12.654,10.623,9.501,9.672,11.483,8.792,7.983,9.107,9.968,7.757,7.684,7.589,6.795,7.98,7.94,9.123,8.693,5.097,2.071,2.033,2.244,0.828,2.979,3.665,2.62,10.966,9.91,9.612,9.813,7.994,8.272,8.637,9.298,9.353,8.721,8.517,7.967,8.261,9.015,8.889,7.823,12.693,12.494,9.641,7.945,2.692,9.313,8.568,16.068,10.799,9.63,5.006,1.452,6.713,3.763,relaxed
17.396,10.202,12.752,13.09,11.8,11.228,13.544,10.657,13.679,11.545,12.343,11.025,13.041,11.753,14.078,12.633,10.711,9.588,9.757,11.588,8.965,8.382,9.418,10.445,7.664,7.221,7.235,6.555,7.786,7.654,9.068,8.742,5.271,1.904,2.123,2.427,1.157,2.983,3.63,2.761,11.614,10.24,9.913,9.943,8.229,8.413,8.682,9.376,9.467,8.708,8.47,7.953,8.226,8.978,8.836,7.768,12.584,12.512,9.857,7.741,2.782,9.551,8.551,15.962,10.835,9.686,5.003,1.366,6.847,3.816,relaxed
