Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
21.628,23.369,19.999,13.621,18.703,20.056,18.066,17.246,14.402,15.452,14.302,12.423,14.181,14.462,13.851,15.061,12.221,10.941,12.813,15.013,12.001,9.768,7.458,10.511,7.329,6.038,6.801,8.724,5.527,6.669,5.406,6.659,8.112,7.224,7.849,6.863,7.641,7.356,9.119,7.57,11.342,9.385,9.71,8.429,8.736,9.855,10.111,8.191,8.278,8.251,7.758,6.628,7.83,8.64,8.45,7.237,19.086,14.267,11.341,6.644,7.717,9.47,7.884,19.134,14.25,11.815,5.631,3.663,7.341,3.543,relaxed
21.711,23.408,20.077,13.726,18.735,20.063,18.082,17.268,14.45,15.384,14.255,12.37,13.985,14.361,13.765,14.954,12.481,11.308,12.913,14.799,12.204,9.932,7.991,10.458,7.307,5.821,6.568,8.428,5.392,6.926,5.507,6.404,7.515,6.752,7.383,6.665,7.333,7.095,8.762,7.042,11.125,9.23,9.325,8.389,8.687,9.933,10.028,8.164,8.331,8.144,7.59,6.511,7.654,8.619,8.582,7.33,19.134,14.191,11.511,6.544,7.319,9.36,7.845,19.196,14.273,11.786,5.697,3.52,7.262,3.546,relaxed
21.698,23.415,20.094,13.717,18.72,20.042,18.048,17.219,14.535,15.418,14.47,12.617,14.145,14.428,13.807,14.939,12.907,11.704,13.107,14.6,12.408,9.985,8.244,10.299,7.485,5.731,6.66,8.458,5.476,6.949,5.682,6.382,6.716,6.294,6.704,6.182,6.971,7.009,8.466,6.353,11.162,9.537,9.475,8.324,8.97,10.337,10.139,8.277,8.07,7.879,7.345,6.356,7.392,8.443,8.357,7.083,19.119,14.295,11.657,6.603,6.837,9.527,7.615,19.173,14.109,11.863,5.905,3.525,7.197,3.506,relaxed
21.661,23.405,20.09,13.667,18.694,20.011,18.0,17.124,14.549,15.335,14.494,12.679,14.092,14.335,13.764,14.846,13.249,12.014,13.234,14.321,12.46,10.212,8.251,10.058,7.661,5.817,6.737,8.416,5.531,6.875,5.836,6.281,5.665,5.319,5.499,5.058,6.169,6.613,7.659,5.009,11.24,9.657,9.607,8.287,9.117,10.419,10.096,8.367,8.171,7.853,7.307,6.376,7.348,8.383,8.305,7.067,19.081,14.262,11.725,6.644,5.874,9.599,7.601,19.138,14.034,11.952,6.145,3.33,7.2,3.563,relaxed
21.662,23.405,20.087,13.692,18.695,20.007,17.999,17.108,14.29,15.035,14.345,12.72,14.105,14.382,13.825,14.849,13.757,12.433,13.486,14.072,12.593,10.669,8.473,9.946,7.498,5.79,6.421,8.0,5.389,6.973,6.239,6.033,5.374,4.803,5.05,4.704,5.721,6.276,6.932,4.299,11.508,9.889,9.783,8.274,9.325,10.584,10.181,8.693,8.211,7.575,7.118,6.348,7.114,8.146,8.357,7.234,19.082,14.194,11.929,6.543,5.395,9.779,7.513,19.139,13.797,12.068,6.282,3.206,7.063,3.5,relaxed
21.648,23.393,20.073,13.768,18.671,20.005,17.937,17.102,14.211,14.922,14.238,12.517,13.974,14.33,13.809,14.765,14.276,12.796,13.764,13.905,12.773,11.091,8.896,9.954,6.978,5.586,5.732,7.214,5.24,7.263,7.033,5.776,5.351,4.614,4.901,4.658,5.469,5.957,6.041,3.849,11.583,9.918,9.847,8.208,9.271,10.385,9.961,8.769,7.844,7.174,6.746,6.232,6.657,7.591,8.054,7.069,19.075,14.096,12.182,6.353,5.105,9.743,7.171,19.204,13.708,12.166,6.261,2.943,6.962,3.229,relaxed
21.556,23.322,20.008,13.763,18.608,19.967,17.736,17.012,14.121,14.807,14.144,12.393,13.84,14.286,13.735,14.703,14.388,12.734,13.622,13.513,12.63,11.308,9.134,9.759,6.763,5.699,5.488,6.811,5.592,7.699,7.986,5.924,5.425,4.657,4.908,4.689,5.424,5.898,5.841,3.83,11.149,9.712,9.573,7.978,9.143,10.135,9.859,8.849,7.546,7.053,6.552,6.176,6.607,7.566,8.194,7.139,18.997,14.004,12.136,6.495,5.084,9.55,7.104,19.196,13.694,12.023,6.336,2.716,6.867,2.936,relaxed
21.113,22.891,19.61,13.44,18.117,19.461,17.123,16.342,13.804,14.319,13.588,11.635,13.205,14.074,13.703,14.43,14.183,12.342,13.197,12.964,12.244,11.359,9.149,9.261,6.848,5.974,5.614,6.972,5.956,7.948,8.57,6.222,5.233,4.717,4.838,4.542,5.454,5.9,6.023,3.997,11.061,9.732,9.527,7.988,9.206,10.179,9.907,8.957,7.515,7.105,6.601,6.123,6.599,7.632,8.237,7.106,18.512,13.595,11.837,6.763,5.088,9.57,7.115,18.9,13.499,11.729,6.456,2.643,6.88,2.838,relaxed
20.407,22.09,18.95,13.026,17.267,18.478,16.391,15.263,13.266,13.65,13.055,11.078,12.634,13.782,13.59,14.032,14.082,12.19,12.962,12.736,11.932,11.366,8.969,8.866,6.898,6.088,5.61,7.093,5.966,7.924,8.687,6.31,4.986,4.716,4.754,4.463,5.477,5.912,6.19,4.064,11.076,9.78,9.498,8.029,9.259,10.195,9.946,9.012,7.322,6.949,6.46,6.07,6.489,7.503,8.17,7.109,17.734,13.136,11.638,6.822,5.07,9.599,7.009,18.342,13.343,11.567,6.504,2.533,6.806,2.828,relaxed
20.096,21.635,18.716,13.117,16.979,17.86,16.336,14.87,11.858,11.166,11.422,10.056,10.855,12.786,13.127,13.373,13.807,11.816,12.596,12.545,11.411,11.292,8.876,8.221,6.953,6.115,5.542,7.08,5.845,7.81,8.572,6.212,4.561,4.6,4.463,4.31,5.456,6.001,6.411,4.113,11.063,9.805,9.494,8.206,9.361,10.388,10.117,9.146,7.441,7.096,6.673,6.157,6.63,7.671,8.242,7.169,17.451,11.83,11.32,6.766,4.989,9.697,7.135,18.008,12.648,11.408,6.468,2.453,6.846,2.955,relaxed
20.098,21.591,18.769,13.27,17.037,17.805,16.428,14.9,11.535,10.711,11.209,9.935,10.618,12.706,12.974,13.191,13.456,11.435,12.208,12.332,11.052,11.324,9.167,7.847,7.057,6.077,5.6,7.153,5.838,7.77,8.514,6.069,3.667,4.099,3.687,4.082,5.26,6.146,6.669,4.208,11.295,10.037,9.727,8.32,9.514,10.521,10.2,9.097,8.045,7.706,7.255,6.697,7.084,8.061,8.593,7.506,17.487,11.61,11.103,6.76,4.727,9.839,7.619,17.966,12.538,11.216,6.416,2.215,7.105,3.115,relaxed
19.956,21.483,18.611,13.071,16.946,17.706,16.426,14.846,11.144,9.189,10.628,9.453,9.178,11.364,11.783,11.759,13.26,11.258,12.063,12.321,11.014,11.324,9.445,7.679,7.134,5.986,5.718,7.325,5.828,7.73,8.535,5.821,3.121,3.661,3.054,3.719,4.969,6.138,6.609,4.168,11.341,10.118,9.761,8.321,9.459,10.341,9.939,8.947,9.246,9.075,8.281,7.523,7.813,8.796,9.068,7.948,17.381,10.562,11.046,6.76,4.43,9.778,8.469,17.878,12.024,11.059,6.391,2.024,6.927,3.232,relaxed
19.399,21.08,18.074,12.515,16.744,17.658,16.499,14.93,11.3,9.148,10.585,9.412,8.994,10.63,11.513,11.479,13.089,11.022,11.93,12.368,10.986,11.172,9.557,7.341,7.218,5.98,5.965,7.657,5.879,7.664,8.579,5.608,2.834,3.082,2.4,3.362,4.556,6.192,6.475,3.856,11.387,10.213,9.969,8.705,9.736,10.354,9.964,9.151,9.844,9.86,9.023,8.557,8.658,9.552,9.69,8.666,17.112,10.383,10.933,6.819,4.095,9.935,9.231,17.175,11.894,10.784,6.388,2.002,6.646,3.557,relaxed
18.921,20.827,17.702,12.138,16.729,17.816,16.701,15.107,11.527,9.51,10.573,9.391,8.735,9.063,9.448,10.101,13.121,10.984,11.892,12.38,10.992,11.007,9.578,6.956,7.506,6.252,6.2,7.842,5.942,7.72,8.627,5.571,3.354,3.219,2.795,3.606,4.604,6.206,6.253,3.803,11.633,10.385,10.406,9.442,10.142,10.702,10.367,9.655,9.862,9.851,9.031,8.627,8.671,9.518,9.673,8.72,16.993,9.793,10.864,6.957,4.23,10.341,9.244,16.203,11.382,10.67,6.44,2.006,6.606,3.495,relaxed
18.965,20.938,17.764,12.223,16.849,17.962,16.745,15.157,12.203,10.203,10.735,9.274,8.445,7.796,8.692,9.286,13.215,11.127,11.888,12.236,10.963,10.814,9.562,6.526,7.765,6.482,6.232,7.756,5.916,7.758,8.637,5.607,4.137,3.363,3.334,3.916,4.578,6.03,6.035,3.767,11.845,10.513,10.735,9.797,10.358,10.88,10.629,9.935,9.8,9.754,8.958,8.645,8.621,9.357,9.482,8.621,17.075,9.579,10.791,7.019,4.395,10.587,9.155,16.149,11.272,10.637,6.468,2.015,6.553,3.45,relaxed
18.959,20.849,17.706,12.379,16.721,17.832,16.272,14.585,12.265,10.87,10.267,8.865,8.157,7.489,7.74,9.09,13.396,11.361,11.859,11.9,10.837,10.775,9.598,5.931,7.742,6.578,6.114,7.542,5.855,7.787,8.72,5.575,5.26,3.656,4.299,4.724,4.641,5.784,5.863,4.065,12.116,10.892,11.063,10.238,10.732,11.217,10.967,10.323,9.807,9.804,8.964,8.758,8.752,9.542,9.619,8.76,16.913,9.343,10.707,6.989,4.787,10.943,9.251,16.051,11.264,10.625,6.463,2.105,6.463,3.499,relaxed
18.688,20.361,17.37,12.675,16.218,17.367,15.164,13.574,12.293,10.937,10.303,8.935,7.794,6.937,6.354,6.93,13.536,11.5,11.844,11.544,10.742,10.833,9.764,5.363,7.571,6.649,5.878,7.152,5.855,7.787,8.986,5.576,5.869,4.002,4.877,5.246,4.867,5.845,6.098,4.399,12.129,10.939,11.091,10.284,10.721,11.214,10.913,10.306,9.75,9.716,8.865,8.66,8.636,9.392,9.581,8.67,16.427,8.81,10.641,6.932,5.15,10.95,9.159,15.497,10.497,10.614,6.459,2.16,6.294,3.508,relaxed
18.397,19.872,16.97,12.921,15.612,16.672,13.976,12.899,12.062,10.632,9.737,9.098,7.068,7.132,6.266,6.514,13.548,11.513,11.822,11.323,10.696,10.8,10.014,4.977,7.41,6.739,5.597,6.537,6.028,7.763,9.35,5.677,6.393,4.375,5.453,5.882,5.346,6.176,6.584,5.019,12.013,10.813,10.952,9.988,10.45,10.975,10.695,10.051,9.747,9.6,8.736,8.577,8.508,9.257,9.539,8.608,15.915,8.564,10.587,6.888,5.654,10.742,9.071,15.224,10.411,10.623,6.464,2.196,6.319,3.85,relaxed
18.357,19.852,16.873,12.861,15.346,16.466,13.517,12.612,11.862,10.47,9.547,9.652,7.366,7.512,6.208,6.873,13.576,11.568,11.857,11.128,10.647,10.873,10.187,4.654,7.482,7.074,5.733,6.377,6.579,7.977,9.739,6.057,6.484,4.435,5.589,6.063,5.526,6.391,6.851,5.295,11.594,10.49,10.602,9.451,10.013,10.755,10.399,9.652,9.58,9.423,8.574,8.466,8.374,9.192,9.439,8.513,15.735,8.686,10.561,7.127,5.829,10.369,8.945,15.383,10.363,10.68,6.526,2.233,6.273,4.043,relaxed
18.5,20.257,17.135,12.971,15.754,17.132,13.826,13.068,11.706,10.335,9.305,9.729,7.133,8.072,5.892,6.436,13.606,11.608,11.867,10.909,10.609,10.872,10.234,4.566,7.601,7.461,6.019,6.47,7.093,8.395,10.045,6.472,6.821,4.76,5.922,6.4,5.877,6.637,7.158,5.667,11.039,10.124,10.246,9.122,9.716,10.586,10.113,9.372,9.581,9.389,8.55,8.393,8.277,9.111,9.372,8.459,16.08,8.576,10.534,7.445,6.155,10.04,8.892,15.719,10.35,10.671,6.573,2.314,6.133,4.151,relaxed
18.662,20.652,17.454,13.36,16.326,17.701,14.28,13.807,11.684,10.341,9.497,10.627,8.016,9.373,5.801,8.331,13.608,11.61,11.828,10.668,10.595,10.734,10.238,4.74,7.738,7.678,6.239,6.592,7.302,8.734,10.129,6.775,7.041,5.139,6.328,6.808,6.297,6.88,7.44,6.074,10.454,9.898,9.858,8.891,9.541,10.513,10.032,9.254,9.641,9.65,8.692,8.46,8.626,9.586,9.71,8.687,16.53,9.209,10.503,7.648,6.501,9.805,9.131,15.942,10.863,10.63,6.576,2.346,5.936,4.363,relaxed
18.699,20.792,17.564,13.553,16.631,17.856,14.699,14.314,11.598,10.356,9.484,10.776,8.176,9.622,5.804,8.469,13.591,11.593,11.78,10.532,10.587,10.495,10.277,4.937,7.758,7.725,6.27,6.495,7.308,8.849,10.12,6.919,7.063,5.289,6.489,6.996,6.424,6.724,7.446,6.195,10.304,10.18,9.904,8.956,9.871,11.118,10.485,9.505,9.829,9.921,8.929,8.591,8.906,10.026,10.092,8.867,16.764,9.285,10.474,7.68,6.578,10.04,9.395,16.034,10.948,10.564,6.512,2.28,6.107,4.733,relaxed
18.481,20.781,17.453,13.398,16.824,17.92,15.125,14.708,11.662,10.819,9.916,11.071,9.153,10.791,5.881,9.289,13.587,11.61,11.774,10.491,10.587,10.295,10.276,5.151,7.7,7.779,6.231,6.223,7.297,8.882,10.157,6.913,6.952,5.102,6.452,7.117,6.363,6.425,7.366,6.195,10.279,10.399,10.07,9.056,10.108,11.447,10.708,9.637,9.729,9.834,8.832,8.468,8.943,10.043,10.128,8.97,16.836,9.823,10.471,7.648,6.497,10.213,9.368,16.103,11.16,10.536,6.439,2.114,6.389,4.914,relaxed
17.965,20.933,17.408,12.987,17.235,18.252,15.736,15.214,11.779,11.193,10.327,11.383,9.775,11.055,5.979,9.593,13.595,11.721,11.83,10.457,10.634,10.252,10.272,5.221,7.654,7.842,6.205,5.957,7.319,8.92,10.254,6.893,6.83,4.845,6.323,7.094,6.066,6.077,7.121,5.951,10.157,10.284,10.055,9.007,9.981,11.423,10.6,9.542,9.638,9.715,8.699,8.368,8.836,9.979,10.045,8.914,16.966,10.136,10.498,7.63,6.288,10.131,9.274,16.091,11.18,10.524,6.381,1.934,6.431,4.823,relaxed
17.491,21.162,17.471,12.7,17.53,18.596,16.085,15.461,11.789,12.423,11.243,11.525,11.28,12.342,7.616,10.631,13.647,11.869,11.96,10.471,10.744,10.415,10.366,5.408,7.616,7.78,6.131,5.814,7.271,8.926,10.319,6.866,6.848,4.839,6.349,7.16,5.972,5.954,7.007,5.852,10.179,10.275,10.141,9.076,9.936,11.371,10.529,9.548,9.817,9.868,8.888,8.466,9.032,10.123,10.201,9.034,17.062,11.106,10.61,7.59,6.248,10.132,9.429,16.039,11.435,10.497,6.269,1.899,6.412,4.916,relaxed
17.161,21.193,17.399,12.611,17.531,18.667,16.084,15.469,12.02,13.24,11.831,11.667,12.084,13.053,8.825,11.267,13.676,12.003,12.148,10.644,10.92,10.607,10.598,5.782,7.622,7.687,6.229,5.99,7.237,8.925,10.314,6.831,7.067,5.207,6.627,7.355,6.086,6.146,7.012,5.918,10.113,10.241,10.089,8.984,9.889,11.405,10.56,9.529,9.825,9.914,8.961,8.486,9.082,10.183,10.235,9.028,17.014,11.748,10.797,7.604,6.427,10.101,9.464,15.996,11.685,10.53,6.134,2.003,6.367,4.913,relaxed
16.969,21.161,17.396,12.799,17.604,18.662,16.096,15.625,11.766,13.46,11.895,11.53,12.745,13.618,10.812,12.264,13.378,11.727,11.916,10.631,10.626,10.504,10.498,5.696,7.642,7.562,6.493,6.368,7.201,8.868,10.224,6.903,7.268,5.548,6.887,7.494,6.115,6.294,6.984,5.929,9.838,10.076,9.895,8.821,9.692,11.226,10.49,9.353,9.725,10.03,9.155,8.53,9.307,10.32,10.36,9.227,17.039,12.261,10.622,7.658,6.565,9.924,9.582,15.955,12.019,10.48,5.955,2.209,6.387,4.96,relaxed
17.069,21.226,17.569,12.939,17.68,18.663,16.101,15.632,12.274,14.46,12.698,11.9,13.632,14.568,12.085,13.487,12.962,11.361,11.545,10.573,10.202,10.444,10.455,5.876,7.796,7.682,6.932,6.757,7.27,9.008,10.131,7.04,7.4,5.632,7.01,7.564,6.104,6.202,6.905,5.964,9.691,9.833,9.728,9.018,9.586,10.947,10.416,9.332,9.789,10.093,9.285,8.697,9.522,10.456,10.58,9.453,17.11,13.138,10.427,7.827,6.598,9.819,9.734,16.336,12.359,10.387,5.797,2.166,6.264,4.911,relaxed
17.16,21.305,17.717,12.952,17.7,18.665,16.13,15.686,12.227,14.545,12.757,11.965,13.932,14.937,13.359,14.14,12.629,11.103,11.283,10.687,10.011,10.351,10.491,6.193,7.968,7.989,7.393,7.162,7.44,9.216,10.069,7.165,7.53,5.655,7.12,7.639,6.108,6.06,6.955,5.984,9.62,9.702,9.616,9.036,9.472,10.851,10.395,9.257,10.022,10.27,9.618,8.97,9.878,10.735,10.828,9.75,17.164,13.483,10.343,8.05,6.631,9.743,10.009,16.803,12.89,10.156,5.695,2.161,6.148,4.928,relaxed
17.17,21.375,17.784,12.915,17.733,18.71,16.17,15.7,12.218,14.839,12.947,12.072,14.379,15.622,14.311,15.051,12.038,10.674,10.832,10.793,9.795,10.194,10.455,6.747,8.332,8.347,7.904,7.573,7.638,9.3,9.881,7.22,7.623,5.674,7.159,7.715,6.161,6.103,7.181,5.935,9.3,9.48,9.539,9.099,9.369,10.683,10.222,9.117,9.858,10.207,9.616,9.076,9.924,10.775,10.825,9.75,17.195,13.93,10.191,8.274,6.694,9.601,10.004,16.935,13.469,9.759,5.58,2.151,6.094,4.948,relaxed
17.157,21.454,17.798,12.838,17.816,19.014,16.505,15.79,12.24,14.891,12.965,12.077,14.423,15.685,14.627,15.166,11.136,10.143,10.156,10.745,9.435,9.991,10.343,6.974,8.665,8.517,8.214,7.762,7.633,9.137,9.43,7.096,7.65,5.641,7.151,7.734,6.171,6.217,7.407,5.839,9.203,9.463,9.706,9.471,9.599,10.883,10.48,9.293,9.795,10.183,9.633,9.118,9.942,10.798,10.833,9.745,17.297,14.009,9.865,8.307,6.726,9.762,10.006,17.2,13.687,9.299,5.426,2.254,6.149,4.94,relaxed
17.131,21.531,17.816,12.861,17.904,19.457,16.956,16.002,12.212,14.926,12.929,12.013,14.579,16.041,15.078,15.555,10.421,9.779,9.663,10.593,9.137,9.784,10.148,6.923,8.871,8.489,8.329,7.749,7.416,8.861,8.692,6.776,7.604,5.579,7.13,7.721,6.188,6.363,7.56,5.719,9.37,9.483,9.832,9.603,9.619,10.922,10.48,9.222,9.775,10.163,9.605,9.066,9.889,10.84,10.81,9.724,17.457,14.167,9.556,8.148,6.733,9.816,9.984,17.724,14.108,9.033,5.272,2.347,6.073,5.024,relaxed
17.0,21.574,17.758,12.864,17.856,19.718,17.154,16.07,12.215,14.981,12.973,12.009,14.625,16.144,15.082,15.629,10.094,9.599,9.368,10.347,8.954,9.634,10.018,6.847,9.077,8.387,8.374,7.629,7.145,8.626,7.925,6.429,7.56,5.577,7.123,7.707,6.201,6.539,7.625,5.597,9.42,9.44,9.869,9.634,9.581,10.893,10.471,9.146,9.879,10.182,9.615,9.052,9.871,10.828,10.785,9.717,17.499,14.207,9.358,7.949,6.741,9.807,9.991,18.131,14.185,8.941,5.231,2.356,5.979,5.114,relaxed
16.79,21.66,17.573,12.607,17.672,19.932,17.157,15.966,12.231,15.12,13.103,12.033,14.839,16.45,15.346,15.808,9.99,9.603,9.24,10.064,8.909,9.519,9.992,6.976,9.35,8.398,8.531,7.653,7.074,8.536,7.556,6.317,7.552,5.63,7.123,7.651,6.274,6.681,7.675,5.594,9.416,9.38,9.83,9.674,9.529,10.833,10.414,9.102,10.099,10.361,9.741,9.336,9.948,10.818,10.77,9.772,17.42,14.366,9.287,7.927,6.773,9.772,10.106,18.428,14.345,8.898,5.316,2.417,6.045,5.215,relaxed
16.708,21.91,17.439,12.131,17.599,20.258,17.231,15.971,12.316,15.186,13.229,12.058,14.92,16.569,15.428,15.937,10.223,10.037,9.583,9.877,9.131,9.612,9.893,7.181,9.688,8.611,8.901,7.923,7.347,8.633,7.741,6.633,7.512,5.647,7.109,7.602,6.327,6.784,7.641,5.587,9.334,9.268,9.7,9.662,9.422,10.724,10.342,9.017,10.013,10.306,9.729,9.391,10.042,10.796,10.859,9.922,17.406,14.455,9.442,8.185,6.776,9.684,10.132,18.671,14.402,9.003,5.479,2.456,5.921,5.373,relaxed
16.867,22.229,17.552,11.924,17.848,20.71,17.704,16.352,12.393,15.289,13.325,12.034,14.926,16.582,15.386,15.928,10.562,10.513,10.048,9.78,9.35,9.821,9.734,7.249,9.902,8.837,9.218,8.161,7.673,8.816,8.135,6.997,7.521,5.742,7.186,7.649,6.511,6.865,7.557,5.621,8.958,9.089,9.535,9.649,9.395,10.718,10.472,9.172,9.675,9.989,9.429,9.122,9.866,10.622,10.752,9.825,17.648,14.483,9.632,8.467,6.832,9.624,9.91,18.947,14.473,9.185,5.617,2.438,5.547,5.49,relaxed
17.213,22.484,17.844,12.128,18.242,21.061,18.219,16.904,12.396,15.31,13.342,12.027,14.944,16.688,15.559,16.03,10.932,10.883,10.467,9.754,9.546,10.191,9.802,7.413,9.947,8.944,9.363,8.214,7.841,8.942,8.487,7.24,7.555,5.816,7.25,7.716,6.625,6.883,7.49,5.582,8.996,9.08,9.609,9.734,9.422,10.723,10.45,9.213,8.676,8.898,8.667,8.502,9.37,10.122,10.361,9.412,18.012,14.537,9.874,8.622,6.865,9.654,9.251,19.15,14.597,9.467,5.688,2.339,5.51,5.492,relaxed
17.317,22.501,17.883,12.325,18.362,21.081,18.295,17.08,12.361,15.305,13.376,12.084,15.007,16.849,15.804,16.188,11.221,11.138,10.858,9.786,9.728,10.462,9.956,7.561,9.931,8.96,9.367,8.059,7.828,9.009,8.679,7.289,7.63,5.909,7.327,7.771,6.662,6.759,7.305,5.577,9.04,8.987,9.46,9.574,9.155,10.681,10.322,8.994,7.994,7.918,7.907,7.545,8.678,9.52,9.869,8.873,18.106,14.622,10.089,8.64,6.867,9.527,8.538,19.177,14.714,9.675,5.707,2.077,5.461,5.205,relaxed
16.742,22.175,17.458,12.279,18.164,20.951,18.179,16.983,12.278,15.255,13.408,12.076,15.025,16.912,15.911,16.229,11.559,11.403,11.318,9.897,10.001,10.735,10.067,7.785,9.734,8.79,9.244,7.88,7.726,9.031,8.771,7.124,7.497,5.755,7.154,7.639,6.461,6.534,7.192,5.482,8.618,8.784,9.105,9.103,8.819,10.611,10.157,8.672,8.319,8.182,8.226,7.744,8.927,9.715,10.043,9.006,17.866,14.637,10.346,8.537,6.714,9.234,8.77,19.01,14.636,9.732,5.682,1.836,5.371,5.244,relaxed
15.691,21.591,16.8,12.264,17.861,20.846,18.144,16.873,12.297,15.136,13.467,12.232,15.131,17.137,16.192,16.38,11.874,11.542,11.594,9.873,10.199,11.032,10.24,7.986,9.5,8.645,9.186,7.856,7.672,9.075,8.818,6.964,7.211,5.629,6.926,7.445,6.299,6.536,7.272,5.386,8.215,8.613,8.751,8.865,8.552,10.365,9.809,8.331,8.948,9.002,8.9,8.446,9.509,10.302,10.463,9.468,17.509,14.747,10.542,8.464,6.588,8.938,9.38,18.785,14.55,9.69,5.637,1.745,5.334,5.375,relaxed
14.996,21.17,16.339,12.289,17.587,20.81,18.071,16.736,12.164,14.843,13.478,12.23,15.154,17.136,16.217,16.388,11.766,11.304,11.583,9.886,10.224,11.06,10.286,8.066,9.424,8.579,9.234,7.953,7.609,9.055,8.688,6.917,6.588,5.542,6.56,7.112,6.216,6.664,7.487,5.233,8.038,8.466,8.561,8.665,8.102,10.0,9.307,7.852,9.143,9.29,9.11,8.597,9.704,10.453,10.596,9.684,17.25,14.701,10.522,8.432,6.425,8.624,9.572,18.839,14.145,9.54,5.604,1.521,5.365,5.458,relaxed
14.793,21.166,16.217,11.929,17.457,20.855,18.05,16.518,12.939,14.95,13.634,12.438,15.187,17.228,16.269,16.405,11.751,11.181,11.593,10.065,10.19,11.016,10.237,8.135,9.383,8.481,9.267,8.049,7.461,8.981,8.327,6.93,6.133,5.619,6.471,6.978,6.25,6.799,7.649,5.381,8.136,8.549,8.629,8.637,8.18,9.953,9.491,7.855,9.452,9.509,9.322,8.786,9.807,10.496,10.611,9.715,17.123,14.881,10.521,8.36,6.41,8.679,9.712,18.952,14.276,9.575,5.566,1.404,5.521,5.659,relaxed
14.807,21.298,16.262,11.368,17.427,20.966,18.157,16.363,13.029,14.947,13.694,12.359,15.184,17.231,16.435,16.492,11.831,11.205,11.651,10.283,10.142,11.017,10.076,8.19,9.335,8.269,9.221,8.027,7.119,8.825,7.77,6.788,5.631,5.619,6.328,6.66,6.137,6.767,7.761,5.364,9.119,9.249,9.441,9.245,8.81,10.33,9.916,8.238,9.644,9.821,9.639,9.111,10.018,10.604,10.642,9.788,17.081,14.921,10.549,8.169,6.283,9.293,9.908,18.908,14.419,9.584,5.562,1.353,5.686,5.659,relaxed
14.741,21.26,16.252,11.341,17.447,21.007,18.347,16.639,13.243,15.005,13.668,11.94,15.125,17.194,16.466,16.464,11.935,11.233,11.766,10.582,10.126,10.933,9.965,8.359,9.287,7.975,9.159,7.976,6.614,8.563,7.11,6.44,5.64,5.729,6.468,6.637,6.152,6.821,7.785,5.365,9.455,9.356,9.593,9.421,8.893,10.351,9.964,8.304,9.767,9.9,9.792,9.377,10.133,10.635,10.697,9.823,17.129,14.888,10.612,7.891,6.325,9.417,10.015,18.799,14.45,9.733,5.596,1.298,5.807,5.768,relaxed
14.617,20.993,16.015,11.244,17.228,20.769,18.371,16.89,13.256,15.028,13.676,11.827,15.098,17.193,16.685,16.597,12.181,11.381,12.069,11.033,10.192,11.034,9.968,8.502,9.325,7.764,9.18,7.99,6.247,8.244,6.511,6.051,5.327,5.528,6.281,6.406,5.866,6.717,7.64,5.058,9.435,9.448,9.582,9.455,9.078,10.428,10.207,8.535,9.785,10.049,9.888,9.532,10.348,10.917,10.913,9.957,17.016,14.92,10.795,7.664,6.103,9.521,10.174,18.697,14.682,9.955,5.69,1.243,6.066,6.063,relaxed
14.872,20.717,15.839,11.107,16.955,20.539,18.277,16.984,13.318,15.069,13.59,11.143,14.907,17.021,16.721,16.425,12.362,11.493,12.274,11.318,10.24,11.254,9.976,8.707,9.567,7.865,9.413,8.286,6.351,8.143,6.26,5.849,5.014,5.323,5.951,5.933,5.478,6.435,7.411,4.64,9.872,9.702,9.977,10.019,9.475,10.423,10.278,8.769,9.709,9.766,9.675,9.43,9.997,10.467,10.539,9.666,16.911,14.774,10.953,7.717,5.773,9.814,9.906,18.626,14.534,10.034,5.862,1.145,6.376,5.963,relaxed
15.958,20.647,16.208,12.099,17.085,20.487,18.225,17.142,13.413,15.08,13.606,11.044,14.878,17.033,16.895,16.453,12.394,11.505,12.323,11.364,10.257,11.408,9.971,8.868,9.913,8.236,9.767,8.857,6.647,8.253,6.199,5.795,5.242,5.463,6.051,5.805,5.476,6.324,7.357,4.619,9.988,9.357,9.937,10.216,9.277,9.766,9.862,8.565,9.55,9.527,9.52,9.424,9.786,10.082,10.201,9.461,17.231,14.8,11.011,7.959,5.792,9.621,9.694,18.725,14.499,10.096,6.046,1.205,6.349,5.786,relaxed
